PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
238350426,20203604,27,2020-10-31T11:37:00,"Itin St & Concord St Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2304,1,1,-79.9954807932606,40.4581091385414
238351481,20203805,11,2020-10-31T14:00:00,"60 Block Millbridge St Pittsburgh, PA 15210",N,Allentown,3,THEFT BY DECEPTION,3922 Theft by Deception.,1803,3,5,-79.9959994178242,40.4223984434227
238352683,20203856,27,2020-10-31T16:15:00,"400 Block Norton St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,,,0,0
238353387,20203885,14,2020-10-30T21:45:00,"3300 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",2703,1,1,-80.031526355361,40.476636889066
238354919,20203913,6,2020-10-31T13:00:00,"8200 Block Bennett St Pittsburgh, PA 15221",N,East Hills,5,THEFT FROM AUTO,3934 Theft from Vehicle,1306,9,2,-79.8805969928756,40.4549506359763
238358539,20203964,27,2020-10-31T20:00:00,"4600 Block Corday Way Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,903,7,2,-79.9505385030886,40.4630253804376
238359340,20203978,27,2020-10-31T19:35:00,"Stratmore St & Crafton Blvd Pittsburgh, PA 15205",N,Crafton Heights,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2815,2,5,-80.0558615051916,40.4377743747673
238387422,20204503,5,2020-10-31T00:15:00,"400 Block Conniston Ave Pittsburgh, PA 15210",N,Bon Air,3,BURGLARY,3502 Burglary. / 2701 Simple Assault.,1806,4,5,-79.9992386132175,40.4050095502296
238396844,20204609,14,2020-11-01T18:35:00,"4600 Block Monongahela St Pittsburgh, PA 15207",N,Hazelwood,4,CRIM MISCHIEF,3304 Criminal Mischief.,1501,5,3,-79.9445394144304,40.4149873916242
236625075,20190467,0,2020-10-11T21:20:00,"200 Block Lombard St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,,,0,0
236728191,20190791,2,2020-10-12T05:00:00,Zone 2,N,,2,RAPE,3121 Rape. / 3701 Robbery.,,,,,
236795298,20190909,6,2020-10-11T13:00:00,"6400 Block Frankstown Ave Pittsburgh, PA 15206",N,Larimer,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",1208,,,0,0
237995650,20200902,24,2020-10-27T08:38:00,"4600 Block Browns Hill Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,DISORDERLY CONDUCT,5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,1414,,,0,0
238044767,20201133,6,2020-10-27T14:00:00,"3900 Block Bigelow Blvd Pittsburgh, PA 15213",Y,North Oakland,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,,,0,0
238044790,20195916,10,2020-10-19T21:38:00,"300 Block Lawn St Pittsburgh, PA 15213",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,3,-79.9636478838694,40.4344517716903
238047893,20201173,6,2020-10-27T14:30:00,"Forbes Ave & Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1403,5,3,-79.9229875636344,40.4380642037493
238054819,20201248,99,2020-10-26T11:30:00,"5700 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,FOUND PROPERTY,9489 Found Property,1115,8,2,-79.9334617427204,40.4570157923201
236926397,20191605,6,2020-10-13T16:18:00,"500 Block Springdale  Dr Penn Hills , PA 15235",Y,Outside City,OSC,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-79.8214198718495,40.4715037339757
236928751,20191675,99,2020-10-13T18:13:00,"3200 Block Josephine St Pittsburgh, PA 15203",Y,South Side Slopes,3,FOUND DRUGS,9017 Found Drugs,1608,3,3,-79.9642364611071,40.4200122486972
236937985,20191790,0,2020-10-13T21:40:00,"3400 Block Middletown Rd Pittsburgh, PA 15204",Y,Chartiers City,6,99,8106 Shots Fired,2021,2,5,-80.0708335237694,40.4527017116746
237007598,20192248,6,2020-10-14T06:56:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1413,5,3,-79.9231547045145,40.4379249093786
237019835,20192452,99,2020-10-14T12:15:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2509,6,1,-80.0069833937371,40.460310552493
-3413048687,20202155,99,2020-10-29T05:12:00,"S 15th St & Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1702,3,3,-79.9834723949863,40.4276333252471
238188173,20202210,0,2020-10-28T17:00:00,"500 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1918,4,5,-80.0236345649749,40.3962210607594
238188719,20202211,0,2020-10-29T04:20:00,"800 Block Bryn Mawr Rd Pittsburgh, PA 15219",N,Upper Hill,2,99,9999 9999 - (Misc. Incident): ,506,6,3,-79.9602433521871,40.4523591746224
238205231,20202282,29,2020-10-29T11:20:00,"300 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2609,,,0,0
238212746,20202322,6,2020-10-29T12:52:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
-3394172090,20202307,14,2020-10-29T12:10:00,"3500 Block Beechwood Blvd Pittsburgh, PA 15217",N,Greenfield,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1517,5,3,-79.9273382426375,40.4228215903108
238223734,20202331,10,2020-10-29T12:30:00,"5100 Block Columbo St Pittsburgh, PA 15224",N,Garfield,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 9093 Indirect Criminal Contempt,1016,9,2,-79.9402687476206,40.4702788907497
-3355025887,20191556,0,2020-10-13T14:59:00,"2900 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,99,9997 Overdose Death,2022,2,5,-80.0563479599397,40.4539554143896
236932980,20191758,0,2020-10-13T20:30:00,"700 Block Chautauqua St Pittsburgh, PA 15214",N,Perry South,1,99,9993 PFA Service with Weapons Supplement,2614,,,0,0
236936428,20191753,11,2020-10-13T15:07:00,"700 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,CREDIT CARDS,4106 Access Device Fraud,103,6,3,-79.9931040932808,40.4374488874509
236939206,20191812,24,2020-10-13T21:29:00,"2400 Block Spring St Pittsburgh, PA 15210",Y,Arlington,3,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 601.12 Interference with Official Duties,1603,7,6,-79.9802883487445,40.4531217617464
236948035,20192004,6,2020-10-14T03:30:00,"700 Block Casino Dr Pittsburgh, PA 15212",N,Chateau,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2108,,,0,0
236956586,20192022,99,2020-10-14T07:00:00,"300 Block Winesap Dr Pittsburgh, PA 15201",N,Bedford Dwellings,2,FOUND PROPERTY,9489 Found Property,509,7,2,-79.9555522021547,40.4719396496859
238362732,20204145,0,2020-11-01T01:55:00,"3700 Block Middletown Rd Pittsburgh, PA 15204",N,Windgap,6,99,8106 Shots Fired,2807,2,5,-80.0732202898359,40.4599613494196
238367824,20204207,10,2020-11-01T03:26:00,"S 19th St & Wrights Way Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2902 Unlawful Restraint.",1702,3,3,-79.9790905518725,40.4291561003264
238370979,20204204,10,2020-11-01T03:12:00,"4700 Block Monongahela St Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT,2705 Recklessly Endangering Another Person. / 2701 Simple Assault. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1501,5,3,-79.9437525947838,40.4134989946425
238381923,20202810,5,2020-10-30T08:25:00,"80 Block Beltzhoover Ave Pittsburgh, PA 15211",N,Mount Washington,3,BURGLARY,3502 Burglary.,1807,3,5,-79.9976766293646,40.423003969768
238381942,20204363,0,2020-11-01T11:42:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,,,-80.0581533364063,40.5044573772531
238383430,20204384,27,2020-11-01T12:11:00,"1400 Block Woodbourne Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1918,4,5,-80.0142312839079,40.3869912131679
237349626,20193253,99,2020-10-14T12:00:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2620,1,1,-79.9936801964597,40.4666247323612
237351936,20195904,10,2020-10-19T20:00:00,"400 Block Forbes Ave Pittsburgh, PA 15219",Y,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,8,3,-79.9525636026632,40.4428964814583
237360096,20195885,0,2020-10-19T19:29:00,"1900 Block S 18th St Pittsburgh, PA 15203",N,South Side Slopes,3,99,3301 Arson ,1706,3,3,-79.9794932819839,40.4246466015742
237399682,20196231,0,2020-10-20T09:48:00,"4600 Block Mt Troy Rd Pittsburgh, PA 15214",N,Summer Hill,1,99,9999 9999 - (Misc. Incident): ,2612,,,0,0
237404679,20196234,11,2020-10-20T09:33:00,"5900 Block Beacon St Pittsburgh, PA 15217",N,Squirrel Hill South,4,CREDIT CARDS,4106 Access Device Fraud,1408,5,3,-79.9201413268291,40.43489478315
237438897,20196355,99,2020-10-20T15:00:00,"Riverview Ave & Woods Run Ave Pittsburgh, PA 15212",N,Brighton Heights,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2703,1,1,-80.0242367941427,40.4835423021969
236469934,20188817,99,2020-10-09T09:30:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
237457122,20196430,27,2020-10-20T16:50:00,"Grant St & 3rd Ave Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.9980525901164,40.4375295563169
238336783,20203484,0,2020-10-31T05:22:00,"Blvd Of The Allies & SW Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,99,1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving,201,6,6,-80.0001832191878,40.4377860148882
-3475011883,20203863,99,2020-10-31T18:20:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,FOUND PROPERTY,9489 Found Property,1403,5,3,-79.9228071341134,40.4379109890663
238381783,20204347,17,2020-11-01T11:30:00,"1000 Block Washington Blvd Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,INCEST,4302 Periods for Requiring Lighted Lamps. / 13(a)(31) Marijuana: Possession Small Amount / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals.,1203,9,2,-79.9056024090381,40.4626455964473
-3218041829,20204706,0,2020-11-01T23:09:00,"200 Block Reifert St Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): Assit Bellvue Pd with reported missing juvenile,3001,3,5,-79.9921143140098,40.4081378138273
238402877,20204753,10,2020-11-02T01:33:00,"800 Block Inwood St Pittsburgh, PA 15208",N,Homewood West,5,HARRASSMENT,2709 Harassment (Non-Specific) / 3304 Criminal Mischief.,1207,9,2,-79.9049807912801,40.4581829477113
236801650,20190979,27,2020-10-12T15:00:00,"1100 Block Tweed St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2022,2,5,-80.063278570002,40.4560027514714
236811577,20191063,99,2020-10-12T19:23:00,"50 Block Stratmore St Pittsburgh, PA 15205",N,Crafton Heights,6,MENTAL 201/302,9498 302 (Mental),2815,2,5,-80.0555044002599,40.4387766826723
-3477039983,20191130,10,2020-10-12T21:21:00,"600 Block Rectenwald St Pittsburgh, PA 15210",Y,Mount Oliver,3,HARRASSMENT,2709(a) Harassment.,1607,,,0,0
-3354030185,20191185,6,2020-10-13T00:04:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1408,5,3,-79.9231547045145,40.4379249093786
236575135,20189637,27,2020-10-10T13:37:00,"The Boulevard Blvd & Ward St Pittsburgh, PA 15206",N,South Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,409,,,0,0
-3253023921,20191307,0,2020-10-13T06:00:00,"S 27th St & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1609,3,3,-79.9670715985909,40.4270897506444
238110698,20201654,10,2020-10-28T10:06:00,"500 Block Rosedale St Pittsburgh, PA 15221",N,Homewood South,5,HARRASSMENT,2709(a) Harassment.,1304,9,2,-79.8872610421047,40.449271108467
237066121,20192820,99,2020-10-15T12:08:00,"700 Block S Negley Ave Pittsburgh, PA 15232",N,Shadyside,4,ACCIDENTAL FIRE,9018 Accidental Fire,705,9,2,-79.9266960314998,40.4698183744927
237070715,20192793,99,2020-10-15T10:30:00,"70 Block E Carson St Pittsburgh, PA 15210",N,South Shore,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1921,3,5,-80.0018626723817,40.4311080549847
237078981,20187456,10,2020-10-07T10:44:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,3,TERRORISTIC THREATS,2706 Terroristic Threats.,1803,6,6,-79.9960409452176,40.4350395659105
237107916,20193127,0,2020-10-15T15:00:00,"700 Block Chautauqua St Pittsburgh, PA 15214",Y,Perry South,1,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2614,,,0,0
238231355,20202371,14,2020-10-29T13:48:00,"1600 Block W Carson St Pittsburgh, PA 15219",Y,South Shore,3,CRIM MISCHIEF,3304 Overtaking Vehicle on the Right. / 3743 Accidents Involving Damage to Attended Veh. or Property / 1511 Carrying and Exhibiting Driver's License on Demand. / 1786 Required Financial Responsibility. / 3736 Reckless Driving,1921,2,5,-80.0213528738134,40.4421395488467
238242678,20202450,20,2020-10-29T17:00:00,"5500 Block Baywood St Pittsburgh, PA 15206",N,East Liberty,5,INTERFER/CUSTODY OF CHILDREN,2904 Interference with Custody of Children.,1113,9,2,-79.9289189283967,40.4714362575067
238244201,20202492,18,2020-10-29T18:33:00,"Hamilton Ave & Hale St Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant / 4524 Windshield Obstructions and Wipers. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1304,9,2,-79.8875401162107,40.4523582303425
238245779,20202436,15,2020-10-29T16:28:00,"Broad St & N St Clair St Pittsburgh, PA 15206",Y,Garfield,5,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",1114,9,2,-79.9282114554869,40.4638466426504
238250027,20202517,10,2020-10-29T19:12:00,"5700 Block Lauder St Pittsburgh, PA 15207",Y,Lincoln Place,4,TERRORISTIC THREATS,2706 Terroristic Threats.,3102,5,3,-79.9151407574481,40.3670277318373
238260904,20202545,18,2020-10-29T22:15:00,"Saw Mill Run Blvd & Woodruff St Pittsburgh, PA 15220",Y,Duquesne Heights,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3802(d)(2) DUI - Drug - Impaired Ability / 3736 Reckless Driving,1911,2,5,-80.0199299522882,40.4258728267517
237021695,20192307,17,2020-10-14T16:26:00,Zone 6,N,,6,SEXUAL ASSAULT,3124.1 Sexual Assault / 3733 Fleeing or Attempting to Elude Police Officer,,,,,
237029660,20192560,5,2020-10-15T00:17:00,"2700 Block Zephyr Ave Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY,3502 Burglary.,2018,2,5,-80.0493591534742,40.4530292535525
237032147,20192675,6,2020-10-15T05:06:00,"200 Block Alice St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3001,,,0,0
237056601,20192769,2,2020-10-14T00:01:00,Zone 5,N,,5,RAPE,3121 Rape.,,,,,
237066374,20192791,14,2020-10-15T07:00:00,"4000 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",903,7,2,-79.9572505501221,40.4628224882356
237068790,20192838,0,2020-10-08T14:30:00,"5300 Block N Aiken Ct Pittsburgh, PA ",N,Garfield,5,99,9999 9999 - (Misc. Incident): ,1114,,,0,0
237111987,20190299,10,2020-10-11T15:37:00,"700 Block Mellon St Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT,"2709(a) Harassment. / 6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",1113,,,0,0
238392800,20204571,6,2020-11-01T02:00:00,"1900 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9789683022639,40.4284737765025
238395840,20204610,6,2020-11-01T09:00:00,"5200 Block Gertrude St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1515,5,3,-79.9421168961408,40.406142339484
238396130,20204548,5,2020-11-01T17:29:00,"2600 Block Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,BURGLARY,3502 Burglary.,2904,4,3,-79.9788043658311,40.3854502648648
238396294,20204641,5,2020-11-01T20:00:00,"1300 Block Colescott St Pittsburgh, PA 15205",N,Westwood,6,BURGLARY,3502 Burglary.,2811,2,5,-80.0487477178554,40.4348964742092
-3325002068,20196254,99,2020-10-20T19:24:00,"6700 Block Kelly St Pittsburgh, PA 15208",N,Homewood West,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1207,9,2,-79.9084060729181,40.4581323333576
237478031,20196587,21,2020-10-20T21:12:00,"700 Block Maytide St Pittsburgh, PA 15227",Y,Overbrook,3,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 7513 Restriction on Alcoholic Beverages - Open Container / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,3204,4,3,-79.9913002138661,40.3842772408587
237478442,20196585,5,2020-10-20T20:00:00,"200 Block Bascom St Pittsburgh, PA 15214",N,Perry North,1,BURGLARY,3502 Burglary.,2602,1,1,-80.0259206499851,40.4947361992934
237508500,20196813,6,2020-10-21T08:00:00,"1000 Block E Warrington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,THEFT FROM AUTO,3934 Theft from Vehicle,1706,3,3,-79.9881696956286,40.4217884194793
237513326,20196828,27,2020-10-21T08:00:00,"200 Block Lothrop St Pittsburgh, PA 15213",N,West Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,402,8,3,-79.9609286975283,40.4422470230786
237531785,20196882,11,2020-10-21T08:00:00,"5100 Block Kincaid St Pittsburgh, PA 15224",N,Garfield,5,THEFT BY DECEPTION,3922 Theft by Deception.,1017,9,2,-79.942319095013,40.4672035276869
237535267,20196912,6,2020-10-21T09:00:00,"10 Block Watson Blvd Pittsburgh, PA 15214",N,Perry North,1,THEFT FROM AUTO,3934 Theft from Vehicle,2607,1,1,-80.0101477418918,40.4811234683783
237540764,20196938,27,2020-10-19T16:50:00,"5500 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,5,3,-79.9305056195384,40.4376291914852
235954772,20184929,10,2020-10-03T08:43:00,"6300 Block Shetland St Pittsburgh, PA 15206",Y,Larimer,5,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1204,9,2,-79.9111569986409,40.4652324289389
-3465086263,20185044,99,2020-10-03T12:33:00,"20 Block Roanoke St Pittsburgh, PA 15210",N,Allentown,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1803,3,5,-79.9927532190905,40.4257379811068
235959328,20185064,14,2020-10-03T12:00:00,"Dawson St & S Bouquet St Pittsburgh, PA 15213",N,Central Oakland,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,406,3,3,-79.9515547340336,40.4392286423362
235965238,20185220,0,2020-10-03T17:54:00,"100 Block Roberts St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.982998578919,40.4418283270984
